Annotation Cluster 1	Enrichment Score: 11.325399168843065
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005576~extracellular region	120	11.549566891241577	2.003527703014854E-12	338, 2147, 685, 3083, 54106, 8743, 6347, 336, 283, 335, 5542, 100463486, 6490, 6351, 388533, 414062, 7066, 255631, 54210, 4922, 1280, 10808, 126961, 9547, 9350, 344, 3552, 4885, 1514, 5552, 1908, 3491, 6696, 26281, 6280, 256710, 6283, 12, 7422, 6374, 388419, 1440, 283971, 5806, 8858, 84519, 9560, 6279, 64499, 84624, 653509, 5054, 5341, 712, 22915, 1056, 83729, 1839, 79630, 7057, 4148, 4854, 100534612, 225689, 2919, 3440, 3624, 7123, 245911, 259307, 1667, 8361, 4860, 8366, 3576, 5328, 338645, 3039, 124857, 7038, 123, 22943, 2264, 10437, 3447, 2256, 51129, 55908, 3040, 8353, 8352, 3043, 8358, 333932, 133, 5104, 5008, 8614, 1950, 3909, 497190, 169044, 7276, 3553, 440348, 4327, 4057, 401027, 652, 2921, 650, 4060, 2350, 9332, 5858, 3569, 1358, 1359, 563, 4069	703	1610	18224	1.932162957334582	8.254454897382857E-10	4.1272274486914284E-10	2.806521681719687E-9
UP_KEYWORDS	Secreted	136	13.089509143407122	6.808501554472307E-12	338, 2147, 8530, 685, 3083, 6347, 336, 283, 335, 5542, 100463486, 6490, 6351, 388533, 10135, 414062, 7066, 255631, 54210, 4922, 1280, 6781, 146547, 9547, 9350, 3552, 344, 4885, 5552, 1908, 56920, 3491, 6696, 2215, 2660, 221223, 26281, 133584, 6280, 256710, 6283, 12, 8646, 43847, 4585, 7422, 6374, 388419, 1440, 283971, 5806, 11341, 8858, 10882, 148113, 84519, 9560, 6279, 64499, 84624, 83888, 653509, 1116, 5054, 712, 22915, 1056, 9173, 83729, 1839, 79630, 4148, 100534612, 2919, 3440, 3624, 7123, 245911, 434, 1667, 5329, 6398, 2191, 5328, 3576, 338645, 56955, 124857, 7038, 22943, 2264, 63036, 10437, 4973, 7980, 25878, 3447, 51129, 55908, 100532736, 352999, 133, 60495, 5104, 5008, 3601, 55258, 8614, 80328, 3909, 497190, 169044, 7276, 4327, 3553, 440348, 4057, 3557, 2348, 344901, 401027, 652, 2921, 650, 10551, 355, 4060, 2350, 85480, 29923, 9332, 5858, 3569, 1358, 563, 4069	785	1965	20581	1.8145676731333367	3.0025721908799596E-9	3.0025721908799596E-9	9.631384578767666E-9
UP_SEQ_FEATURE	signal peptide	198	19.056785370548603	7.743826261063133E-12	338, 941, 942, 3083, 23516, 54106, 6347, 336, 335, 6490, 6351, 388533, 2207, 7066, 389118, 64881, 133396, 6781, 5746, 8875, 5743, 146547, 344, 4885, 56920, 3491, 2215, 2022, 2212, 4224, 441509, 12, 6374, 388419, 1440, 11341, 8858, 65078, 23627, 10882, 221188, 64499, 55879, 3938, 10071, 712, 22915, 1056, 83729, 1839, 79630, 7057, 4148, 3112, 4854, 164284, 4353, 79748, 845, 3383, 3624, 2897, 259307, 434, 91181, 6398, 5329, 5328, 29940, 124857, 2570, 9308, 2264, 63036, 257062, 10437, 7980, 51129, 55908, 10268, 133, 968, 5104, 5008, 3601, 8614, 80328, 10630, 7276, 259236, 4327, 4057, 340205, 4324, 2348, 93650, 124599, 55243, 4486, 10551, 51148, 4060, 2350, 9332, 563, 4069, 2147, 8530, 685, 283652, 25960, 283, 5542, 3678, 414062, 255631, 54210, 4922, 339168, 1280, 285242, 9547, 9350, 5033, 5552, 1514, 1908, 246777, 6696, 2660, 221223, 871, 116159, 222487, 54538, 133584, 2765, 256710, 8646, 43847, 4585, 7422, 283971, 387914, 5806, 148113, 84519, 9560, 84624, 83888, 653509, 1116, 5054, 9173, 2812, 2919, 3440, 7123, 245911, 1667, 249, 3576, 338645, 5794, 7130, 56955, 7038, 22943, 3309, 51330, 57124, 7305, 25878, 3447, 29881, 352999, 1950, 3909, 497190, 8797, 8793, 169044, 3557, 250, 493913, 344901, 401027, 652, 2921, 650, 55576, 355, 85480, 5858, 120425, 1358, 3569, 1359	750	3346	20063	1.5829742976688583	1.4899081857144836E-8	1.4899081857144836E-8	1.3253853570205365E-8

Annotation Cluster 2	Enrichment Score: 9.337787337752774
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	signal peptide	198	19.056785370548603	7.743826261063133E-12	338, 941, 942, 3083, 23516, 54106, 6347, 336, 335, 6490, 6351, 388533, 2207, 7066, 389118, 64881, 133396, 6781, 5746, 8875, 5743, 146547, 344, 4885, 56920, 3491, 2215, 2022, 2212, 4224, 441509, 12, 6374, 388419, 1440, 11341, 8858, 65078, 23627, 10882, 221188, 64499, 55879, 3938, 10071, 712, 22915, 1056, 83729, 1839, 79630, 7057, 4148, 3112, 4854, 164284, 4353, 79748, 845, 3383, 3624, 2897, 259307, 434, 91181, 6398, 5329, 5328, 29940, 124857, 2570, 9308, 2264, 63036, 257062, 10437, 7980, 51129, 55908, 10268, 133, 968, 5104, 5008, 3601, 8614, 80328, 10630, 7276, 259236, 4327, 4057, 340205, 4324, 2348, 93650, 124599, 55243, 4486, 10551, 51148, 4060, 2350, 9332, 563, 4069, 2147, 8530, 685, 283652, 25960, 283, 5542, 3678, 414062, 255631, 54210, 4922, 339168, 1280, 285242, 9547, 9350, 5033, 5552, 1514, 1908, 246777, 6696, 2660, 221223, 871, 116159, 222487, 54538, 133584, 2765, 256710, 8646, 43847, 4585, 7422, 283971, 387914, 5806, 148113, 84519, 9560, 84624, 83888, 653509, 1116, 5054, 9173, 2812, 2919, 3440, 7123, 245911, 1667, 249, 3576, 338645, 5794, 7130, 56955, 7038, 22943, 3309, 51330, 57124, 7305, 25878, 3447, 29881, 352999, 1950, 3909, 497190, 8797, 8793, 169044, 3557, 250, 493913, 344901, 401027, 652, 2921, 650, 55576, 355, 85480, 5858, 120425, 1358, 3569, 1359	750	3346	20063	1.5829742976688583	1.4899081857144836E-8	1.4899081857144836E-8	1.3253853570205365E-8
UP_SEQ_FEATURE	disulfide bond	177	17.035611164581326	2.1362951417209123E-11	338, 2147, 8530, 64805, 1192, 941, 942, 685, 3083, 390442, 6347, 336, 283, 8128, 948, 6351, 1524, 3678, 2207, 414062, 680, 7066, 54210, 6781, 346517, 134391, 146547, 5743, 285242, 9547, 9350, 8685, 391192, 4885, 4887, 391190, 5552, 1514, 1908, 56920, 5029, 3491, 59350, 2849, 5651, 2215, 2660, 203328, 221223, 1815, 2212, 6010, 286133, 4224, 54538, 133584, 441509, 2765, 6282, 43847, 728, 4585, 7422, 623, 6374, 1440, 283971, 624, 5806, 8858, 9429, 2833, 65078, 23627, 148113, 9560, 10886, 64499, 83888, 653509, 1116, 55879, 10071, 712, 22915, 9173, 1056, 26716, 83729, 1839, 64699, 7057, 4148, 3112, 4854, 2919, 4353, 3822, 3440, 3383, 3624, 7123, 433, 245911, 259307, 434, 1667, 56670, 7852, 3579, 3577, 5329, 2191, 6398, 5328, 3576, 7130, 124857, 7038, 2570, 9308, 22943, 2264, 63036, 51330, 10437, 4973, 57124, 7980, 25878, 3447, 51129, 26245, 54437, 10268, 133, 968, 2357, 390261, 5008, 1230, 3601, 1950, 3909, 80328, 2697, 497190, 8797, 8793, 4327, 340205, 4057, 135948, 26246, 3557, 4324, 93650, 250, 493913, 344805, 84665, 4481, 124599, 652, 2921, 650, 55243, 55576, 355, 4060, 9332, 120425, 3569, 1358, 1359, 563, 4069	750	2917	20063	1.6231978059650325	4.110224072206847E-8	2.055112058307884E-8	3.656354108372284E-8
UP_KEYWORDS	Disulfide bond	202	19.441770933589993	6.015079301453018E-11	338, 1192, 941, 942, 3083, 390442, 6347, 336, 8128, 948, 6490, 6351, 2207, 7066, 6781, 134391, 5743, 146547, 4885, 391192, 4887, 391190, 56920, 59350, 3491, 2849, 5651, 2215, 1815, 203328, 2212, 4224, 441509, 8302, 728, 623, 6374, 1440, 624, 8858, 65078, 2833, 23627, 10886, 64499, 55879, 10071, 712, 22915, 1056, 26716, 83729, 1839, 64699, 7057, 4148, 3112, 4854, 4353, 3822, 79748, 3383, 3624, 259307, 433, 434, 7852, 6398, 5329, 5328, 124857, 2570, 9308, 2264, 63036, 4973, 10437, 7980, 51129, 100532736, 10268, 133, 968, 2357, 5008, 3601, 8614, 80328, 2697, 4327, 4057, 340205, 4324, 2348, 93650, 4481, 124599, 55243, 4486, 10551, 4060, 2350, 9332, 563, 4069, 2147, 64805, 8530, 685, 684, 25960, 283, 1524, 3678, 414062, 680, 54210, 1280, 346517, 285242, 9547, 9350, 8685, 5552, 1514, 1908, 5029, 9152, 2660, 221223, 6010, 286133, 6578, 54538, 133584, 2765, 6282, 43847, 4585, 7422, 11136, 283971, 5806, 9429, 646960, 148113, 9560, 83888, 1116, 653509, 9173, 2812, 2919, 3440, 7123, 245911, 55089, 1667, 56670, 3579, 249, 3577, 2191, 3576, 5794, 7130, 7038, 22943, 51330, 56169, 57124, 7305, 25878, 3447, 29881, 26245, 54437, 390261, 1230, 1950, 3909, 497190, 8797, 8793, 135948, 26246, 3557, 250, 344805, 84665, 652, 2921, 650, 55576, 355, 85480, 102723996, 5858, 120425, 1358, 3569, 1359	785	3434	20581	1.5422255526414386	2.6526490670697456E-8	1.3263245390859879E-8	8.508935778195337E-8
UP_KEYWORDS	Glycoprotein	247	23.77285851780558	5.690095430509709E-10	1410, 338, 160365, 941, 942, 3083, 390442, 54106, 23516, 6347, 336, 8128, 83401, 335, 948, 6490, 2012, 7066, 389118, 6615, 64881, 6781, 133396, 134391, 5746, 8875, 146547, 5743, 344, 4885, 391192, 4887, 391190, 56920, 59350, 5651, 2215, 203328, 2022, 1815, 2212, 4609, 138255, 4224, 441509, 23630, 12, 728, 623, 388419, 1440, 624, 11341, 8858, 2833, 65078, 23627, 221188, 5244, 10886, 64499, 55879, 2827, 144195, 10071, 22915, 712, 1056, 7225, 26716, 83729, 1839, 64699, 7057, 3112, 4854, 164284, 4353, 3822, 79748, 845, 3383, 3624, 2897, 4071, 433, 259307, 434, 91181, 7852, 5329, 6398, 5328, 29940, 124857, 2570, 9308, 2264, 257062, 4973, 10437, 7980, 51129, 10268, 968, 2357, 60495, 5104, 963, 5008, 3601, 8614, 80328, 10630, 7276, 4327, 440348, 92745, 8342, 4057, 4324, 93650, 2348, 4481, 55243, 4486, 51148, 4060, 1201, 2350, 9332, 563, 2147, 64805, 8530, 6559, 685, 684, 25960, 54714, 5542, 83483, 3678, 126969, 680, 6563, 255631, 116337, 54210, 1280, 346517, 285242, 9350, 5033, 3552, 8685, 1514, 5552, 9152, 5029, 6696, 246777, 2660, 221223, 871, 222487, 6010, 286133, 6578, 54538, 133584, 132884, 2765, 8646, 4585, 7422, 9023, 283971, 5806, 9429, 646960, 102724334, 148113, 3018, 84624, 1116, 653509, 5054, 9173, 2812, 3440, 343450, 7123, 55089, 56670, 127707, 135924, 3579, 249, 3577, 2191, 56475, 5794, 338645, 7130, 56955, 3039, 7038, 22943, 10103, 57124, 25878, 10100, 3040, 29881, 3043, 80131, 26245, 54437, 352999, 390261, 1230, 1950, 3909, 497190, 8797, 8793, 169044, 6542, 135948, 26246, 3557, 250, 200010, 344805, 652, 650, 6331, 5468, 55576, 3161, 355, 85480, 5858, 102723996, 120425, 3569	785	4551	20581	1.422941132837047	2.5093316080582184E-7	8.364439396668644E-8	8.049215627359274E-7
